file,target_field,present
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\EVIDENCE_PAPER_20260303_132138\HASHES_SHA256.csv,timestamp,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\EVIDENCE_PAPER_20260303_132138\logs_tail\meta_engine.jsonl,strategy,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\EVIDENCE_PAPER_20260303_132138\logs_tail\meta_engine.jsonl,symbol,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\EVIDENCE_PAPER_20260303_132138\logs_tail\meta_engine.jsonl,regime,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\EVIDENCE_PAPER_20260303_132138\logs_tail\meta_engine.jsonl,r_value,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\EVIDENCE_PAPER_20260303_132138\logs_tail\meta_engine.jsonl,pnl,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\EVIDENCE_PAPER_20260303_132138\logs_tail\meta_engine.jsonl,risk,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\EVIDENCE_PAPER_20260303_132138\logs_tail\meta_engine.jsonl,entry,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\EVIDENCE_PAPER_20260303_132138\logs_tail\meta_engine.jsonl,exit,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\EVIDENCE_PAPER_20260303_132138\logs_tail\meta_engine.jsonl,timestamp,1
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\EVIDENCE_PAPER_20260303_132138\logs_tail\meta_events.20260302_132713.bak.jsonl,strategy,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\EVIDENCE_PAPER_20260303_132138\logs_tail\meta_events.20260302_132713.bak.jsonl,symbol,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\EVIDENCE_PAPER_20260303_132138\logs_tail\meta_events.20260302_132713.bak.jsonl,regime,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\EVIDENCE_PAPER_20260303_132138\logs_tail\meta_events.20260302_132713.bak.jsonl,r_value,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\EVIDENCE_PAPER_20260303_132138\logs_tail\meta_events.20260302_132713.bak.jsonl,pnl,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\EVIDENCE_PAPER_20260303_132138\logs_tail\meta_events.20260302_132713.bak.jsonl,risk,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\EVIDENCE_PAPER_20260303_132138\logs_tail\meta_events.20260302_132713.bak.jsonl,entry,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\EVIDENCE_PAPER_20260303_132138\logs_tail\meta_events.20260302_132713.bak.jsonl,exit,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\EVIDENCE_PAPER_20260303_132138\logs_tail\meta_events.20260302_132713.bak.jsonl,timestamp,1
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\EVIDENCE_PAPER_20260303_132138\logs_tail\meta_events.jsonl,strategy,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\EVIDENCE_PAPER_20260303_132138\logs_tail\meta_events.jsonl,symbol,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\EVIDENCE_PAPER_20260303_132138\logs_tail\meta_events.jsonl,regime,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\EVIDENCE_PAPER_20260303_132138\logs_tail\meta_events.jsonl,r_value,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\EVIDENCE_PAPER_20260303_132138\logs_tail\meta_events.jsonl,pnl,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\EVIDENCE_PAPER_20260303_132138\logs_tail\meta_events.jsonl,risk,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\EVIDENCE_PAPER_20260303_132138\logs_tail\meta_events.jsonl,entry,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\EVIDENCE_PAPER_20260303_132138\logs_tail\meta_events.jsonl,exit,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\EVIDENCE_PAPER_20260303_132138\logs_tail\meta_events.jsonl,timestamp,1
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\EVIDENCE_PAPER_20260303_132138\MANIFEST.csv,strategy,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\EVIDENCE_PAPER_20260303_132138\MANIFEST.csv,symbol,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\EVIDENCE_PAPER_20260303_132138\MANIFEST.csv,regime,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\EVIDENCE_PAPER_20260303_132138\MANIFEST.csv,r_value,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\EVIDENCE_PAPER_20260303_132138\MANIFEST.csv,pnl,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\EVIDENCE_PAPER_20260303_132138\MANIFEST.csv,risk,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\EVIDENCE_PAPER_20260303_132138\MANIFEST.csv,entry,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\EVIDENCE_PAPER_20260303_132138\MANIFEST.csv,exit,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\EVIDENCE_PAPER_20260303_132138\MANIFEST.csv,timestamp,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\IMPORT_CRASH_TRIAGE_20260304_084722\audit\tree\tbot_file_tree.csv,strategy,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\IMPORT_CRASH_TRIAGE_20260304_084722\audit\tree\tbot_file_tree.csv,symbol,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\IMPORT_CRASH_TRIAGE_20260304_084722\audit\tree\tbot_file_tree.csv,regime,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\IMPORT_CRASH_TRIAGE_20260304_084722\audit\tree\tbot_file_tree.csv,r_value,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\IMPORT_CRASH_TRIAGE_20260304_084722\audit\tree\tbot_file_tree.csv,pnl,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\IMPORT_CRASH_TRIAGE_20260304_084722\audit\tree\tbot_file_tree.csv,risk,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\IMPORT_CRASH_TRIAGE_20260304_084722\audit\tree\tbot_file_tree.csv,entry,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\IMPORT_CRASH_TRIAGE_20260304_084722\audit\tree\tbot_file_tree.csv,exit,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\IMPORT_CRASH_TRIAGE_20260304_084722\audit\tree\tbot_file_tree.csv,timestamp,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\INSTITUTIONAL_PATH_TASK_HYGIENE_20260305_133245\logs\createprocess_trap.jsonl,strategy,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\INSTITUTIONAL_PATH_TASK_HYGIENE_20260305_133245\logs\createprocess_trap.jsonl,symbol,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\INSTITUTIONAL_PATH_TASK_HYGIENE_20260305_133245\logs\createprocess_trap.jsonl,regime,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\INSTITUTIONAL_PATH_TASK_HYGIENE_20260305_133245\logs\createprocess_trap.jsonl,r_value,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\INSTITUTIONAL_PATH_TASK_HYGIENE_20260305_133245\logs\createprocess_trap.jsonl,pnl,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\INSTITUTIONAL_PATH_TASK_HYGIENE_20260305_133245\logs\createprocess_trap.jsonl,risk,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\INSTITUTIONAL_PATH_TASK_HYGIENE_20260305_133245\logs\createprocess_trap.jsonl,entry,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\INSTITUTIONAL_PATH_TASK_HYGIENE_20260305_133245\logs\createprocess_trap.jsonl,exit,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\INSTITUTIONAL_PATH_TASK_HYGIENE_20260305_133245\logs\createprocess_trap.jsonl,timestamp,1
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\INSTITUTIONAL_PATH_TASK_HYGIENE_20260305_133245\logs\meta_events.jsonl,strategy,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\INSTITUTIONAL_PATH_TASK_HYGIENE_20260305_133245\logs\meta_events.jsonl,symbol,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\INSTITUTIONAL_PATH_TASK_HYGIENE_20260305_133245\logs\meta_events.jsonl,regime,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\INSTITUTIONAL_PATH_TASK_HYGIENE_20260305_133245\logs\meta_events.jsonl,r_value,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\INSTITUTIONAL_PATH_TASK_HYGIENE_20260305_133245\logs\meta_events.jsonl,pnl,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\INSTITUTIONAL_PATH_TASK_HYGIENE_20260305_133245\logs\meta_events.jsonl,risk,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\INSTITUTIONAL_PATH_TASK_HYGIENE_20260305_133245\logs\meta_events.jsonl,entry,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\INSTITUTIONAL_PATH_TASK_HYGIENE_20260305_133245\logs\meta_events.jsonl,exit,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\INSTITUTIONAL_PATH_TASK_HYGIENE_20260305_133245\logs\meta_events.jsonl,timestamp,1
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\INSTITUTIONAL_PATH_TASK_HYGIENE_20260305_133245\logs\sitecustomize_loaded.jsonl,strategy,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\INSTITUTIONAL_PATH_TASK_HYGIENE_20260305_133245\logs\sitecustomize_loaded.jsonl,symbol,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\INSTITUTIONAL_PATH_TASK_HYGIENE_20260305_133245\logs\sitecustomize_loaded.jsonl,regime,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\INSTITUTIONAL_PATH_TASK_HYGIENE_20260305_133245\logs\sitecustomize_loaded.jsonl,r_value,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\INSTITUTIONAL_PATH_TASK_HYGIENE_20260305_133245\logs\sitecustomize_loaded.jsonl,pnl,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\INSTITUTIONAL_PATH_TASK_HYGIENE_20260305_133245\logs\sitecustomize_loaded.jsonl,risk,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\INSTITUTIONAL_PATH_TASK_HYGIENE_20260305_133245\logs\sitecustomize_loaded.jsonl,entry,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\INSTITUTIONAL_PATH_TASK_HYGIENE_20260305_133245\logs\sitecustomize_loaded.jsonl,exit,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\INSTITUTIONAL_PATH_TASK_HYGIENE_20260305_133245\logs\sitecustomize_loaded.jsonl,timestamp,1
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\INSTITUTIONAL_PATH_TASK_HYGIENE_20260305_133245\logs\supervisor_events.jsonl,strategy,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\INSTITUTIONAL_PATH_TASK_HYGIENE_20260305_133245\logs\supervisor_events.jsonl,symbol,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\INSTITUTIONAL_PATH_TASK_HYGIENE_20260305_133245\logs\supervisor_events.jsonl,regime,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\INSTITUTIONAL_PATH_TASK_HYGIENE_20260305_133245\logs\supervisor_events.jsonl,r_value,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\INSTITUTIONAL_PATH_TASK_HYGIENE_20260305_133245\logs\supervisor_events.jsonl,pnl,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\INSTITUTIONAL_PATH_TASK_HYGIENE_20260305_133245\logs\supervisor_events.jsonl,risk,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\INSTITUTIONAL_PATH_TASK_HYGIENE_20260305_133245\logs\supervisor_events.jsonl,entry,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\INSTITUTIONAL_PATH_TASK_HYGIENE_20260305_133245\logs\supervisor_events.jsonl,exit,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\INSTITUTIONAL_PATH_TASK_HYGIENE_20260305_133245\logs\supervisor_events.jsonl,timestamp,1
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\INSTITUTIONAL_PATH_TASK_HYGIENE_20260305_133245\logs\supervisor_events.v3.jsonl,strategy,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\INSTITUTIONAL_PATH_TASK_HYGIENE_20260305_133245\logs\supervisor_events.v3.jsonl,symbol,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\INSTITUTIONAL_PATH_TASK_HYGIENE_20260305_133245\logs\supervisor_events.v3.jsonl,regime,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\INSTITUTIONAL_PATH_TASK_HYGIENE_20260305_133245\logs\supervisor_events.v3.jsonl,r_value,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\INSTITUTIONAL_PATH_TASK_HYGIENE_20260305_133245\logs\supervisor_events.v3.jsonl,pnl,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\INSTITUTIONAL_PATH_TASK_HYGIENE_20260305_133245\logs\supervisor_events.v3.jsonl,risk,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\INSTITUTIONAL_PATH_TASK_HYGIENE_20260305_133245\logs\supervisor_events.v3.jsonl,entry,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\INSTITUTIONAL_PATH_TASK_HYGIENE_20260305_133245\logs\supervisor_events.v3.jsonl,exit,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\INSTITUTIONAL_PATH_TASK_HYGIENE_20260305_133245\logs\supervisor_events.v3.jsonl,timestamp,1
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LEDGER_EXPECTANCY_SIDECAR_V1_20260303_170540\expectancy.json,strategy,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LEDGER_EXPECTANCY_SIDECAR_V1_20260303_170540\expectancy.json,symbol,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LEDGER_EXPECTANCY_SIDECAR_V1_20260303_170540\expectancy.json,regime,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LEDGER_EXPECTANCY_SIDECAR_V1_20260303_170540\expectancy.json,r_value,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LEDGER_EXPECTANCY_SIDECAR_V1_20260303_170540\expectancy.json,pnl,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LEDGER_EXPECTANCY_SIDECAR_V1_20260303_170540\expectancy.json,risk,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LEDGER_EXPECTANCY_SIDECAR_V1_20260303_170540\expectancy.json,entry,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LEDGER_EXPECTANCY_SIDECAR_V1_20260303_170540\expectancy.json,exit,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LEDGER_EXPECTANCY_SIDECAR_V1_20260303_170540\expectancy.json,timestamp,1
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LIVE_DUALPID_CAPTURE_NOW_V1_20260305_223044\live_target_processes.csv,strategy,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LIVE_DUALPID_CAPTURE_NOW_V1_20260305_223044\live_target_processes.csv,symbol,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LIVE_DUALPID_CAPTURE_NOW_V1_20260305_223044\live_target_processes.csv,regime,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LIVE_DUALPID_CAPTURE_NOW_V1_20260305_223044\live_target_processes.csv,r_value,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LIVE_DUALPID_CAPTURE_NOW_V1_20260305_223044\live_target_processes.csv,pnl,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LIVE_DUALPID_CAPTURE_NOW_V1_20260305_223044\live_target_processes.csv,risk,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LIVE_DUALPID_CAPTURE_NOW_V1_20260305_223044\live_target_processes.csv,entry,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LIVE_DUALPID_CAPTURE_NOW_V1_20260305_223044\live_target_processes.csv,exit,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LIVE_DUALPID_CAPTURE_NOW_V1_20260305_223044\live_target_processes.csv,timestamp,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LIVE_DUALPID_CAPTURE_NOW_V2_20260305_223118\live_target_processes.csv,strategy,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LIVE_DUALPID_CAPTURE_NOW_V2_20260305_223118\live_target_processes.csv,symbol,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LIVE_DUALPID_CAPTURE_NOW_V2_20260305_223118\live_target_processes.csv,regime,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LIVE_DUALPID_CAPTURE_NOW_V2_20260305_223118\live_target_processes.csv,r_value,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LIVE_DUALPID_CAPTURE_NOW_V2_20260305_223118\live_target_processes.csv,pnl,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LIVE_DUALPID_CAPTURE_NOW_V2_20260305_223118\live_target_processes.csv,risk,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LIVE_DUALPID_CAPTURE_NOW_V2_20260305_223118\live_target_processes.csv,entry,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LIVE_DUALPID_CAPTURE_NOW_V2_20260305_223118\live_target_processes.csv,exit,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LIVE_DUALPID_CAPTURE_NOW_V2_20260305_223118\live_target_processes.csv,timestamp,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LIVE_TBOT_CHAIN_CAPTURE_V3_20260305_224928\live_tbot_processes.csv,strategy,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LIVE_TBOT_CHAIN_CAPTURE_V3_20260305_224928\live_tbot_processes.csv,symbol,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LIVE_TBOT_CHAIN_CAPTURE_V3_20260305_224928\live_tbot_processes.csv,regime,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LIVE_TBOT_CHAIN_CAPTURE_V3_20260305_224928\live_tbot_processes.csv,r_value,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LIVE_TBOT_CHAIN_CAPTURE_V3_20260305_224928\live_tbot_processes.csv,pnl,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LIVE_TBOT_CHAIN_CAPTURE_V3_20260305_224928\live_tbot_processes.csv,risk,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LIVE_TBOT_CHAIN_CAPTURE_V3_20260305_224928\live_tbot_processes.csv,entry,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LIVE_TBOT_CHAIN_CAPTURE_V3_20260305_224928\live_tbot_processes.csv,exit,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LIVE_TBOT_CHAIN_CAPTURE_V3_20260305_224928\live_tbot_processes.csv,timestamp,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LIVE_TBOT_CHAIN_CAPTURE_V3_20260305_224928\state_tree.csv,strategy,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LIVE_TBOT_CHAIN_CAPTURE_V3_20260305_224928\state_tree.csv,symbol,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LIVE_TBOT_CHAIN_CAPTURE_V3_20260305_224928\state_tree.csv,regime,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LIVE_TBOT_CHAIN_CAPTURE_V3_20260305_224928\state_tree.csv,r_value,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LIVE_TBOT_CHAIN_CAPTURE_V3_20260305_224928\state_tree.csv,pnl,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LIVE_TBOT_CHAIN_CAPTURE_V3_20260305_224928\state_tree.csv,risk,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LIVE_TBOT_CHAIN_CAPTURE_V3_20260305_224928\state_tree.csv,entry,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LIVE_TBOT_CHAIN_CAPTURE_V3_20260305_224928\state_tree.csv,exit,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LIVE_TBOT_CHAIN_CAPTURE_V3_20260305_224928\state_tree.csv,timestamp,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\META_FOLDER_LOCATE_V1_20260304_160923\audit\results\dir_candidates.csv,strategy,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\META_FOLDER_LOCATE_V1_20260304_160923\audit\results\dir_candidates.csv,symbol,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\META_FOLDER_LOCATE_V1_20260304_160923\audit\results\dir_candidates.csv,regime,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\META_FOLDER_LOCATE_V1_20260304_160923\audit\results\dir_candidates.csv,r_value,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\META_FOLDER_LOCATE_V1_20260304_160923\audit\results\dir_candidates.csv,pnl,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\META_FOLDER_LOCATE_V1_20260304_160923\audit\results\dir_candidates.csv,risk,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\META_FOLDER_LOCATE_V1_20260304_160923\audit\results\dir_candidates.csv,entry,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\META_FOLDER_LOCATE_V1_20260304_160923\audit\results\dir_candidates.csv,exit,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\META_FOLDER_LOCATE_V1_20260304_160923\audit\results\dir_candidates.csv,timestamp,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\META_FOLDER_LOCATE_V1_20260304_160923\audit\results\file_candidates.csv,strategy,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\META_FOLDER_LOCATE_V1_20260304_160923\audit\results\file_candidates.csv,symbol,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\META_FOLDER_LOCATE_V1_20260304_160923\audit\results\file_candidates.csv,regime,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\META_FOLDER_LOCATE_V1_20260304_160923\audit\results\file_candidates.csv,r_value,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\META_FOLDER_LOCATE_V1_20260304_160923\audit\results\file_candidates.csv,pnl,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\META_FOLDER_LOCATE_V1_20260304_160923\audit\results\file_candidates.csv,risk,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\META_FOLDER_LOCATE_V1_20260304_160923\audit\results\file_candidates.csv,entry,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\META_FOLDER_LOCATE_V1_20260304_160923\audit\results\file_candidates.csv,exit,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\META_FOLDER_LOCATE_V1_20260304_160923\audit\results\file_candidates.csv,timestamp,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\META_FOLDER_LOCATE_V1_20260304_160923\audit\results\pattern_hits.csv,strategy,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\META_FOLDER_LOCATE_V1_20260304_160923\audit\results\pattern_hits.csv,symbol,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\META_FOLDER_LOCATE_V1_20260304_160923\audit\results\pattern_hits.csv,regime,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\META_FOLDER_LOCATE_V1_20260304_160923\audit\results\pattern_hits.csv,r_value,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\META_FOLDER_LOCATE_V1_20260304_160923\audit\results\pattern_hits.csv,pnl,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\META_FOLDER_LOCATE_V1_20260304_160923\audit\results\pattern_hits.csv,risk,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\META_FOLDER_LOCATE_V1_20260304_160923\audit\results\pattern_hits.csv,entry,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\META_FOLDER_LOCATE_V1_20260304_160923\audit\results\pattern_hits.csv,exit,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\META_FOLDER_LOCATE_V1_20260304_160923\audit\results\pattern_hits.csv,timestamp,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\META_STRATEGY_ENGINE_V1_20260303_180010\meta_enabled_sids.json,strategy,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\META_STRATEGY_ENGINE_V1_20260303_180010\meta_enabled_sids.json,symbol,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\META_STRATEGY_ENGINE_V1_20260303_180010\meta_enabled_sids.json,regime,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\META_STRATEGY_ENGINE_V1_20260303_180010\meta_enabled_sids.json,r_value,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\META_STRATEGY_ENGINE_V1_20260303_180010\meta_enabled_sids.json,pnl,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\META_STRATEGY_ENGINE_V1_20260303_180010\meta_enabled_sids.json,risk,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\META_STRATEGY_ENGINE_V1_20260303_180010\meta_enabled_sids.json,entry,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\META_STRATEGY_ENGINE_V1_20260303_180010\meta_enabled_sids.json,exit,0
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\META_STRATEGY_ENGINE_V1_20260303_180010\meta_enabled_sids.json,timestamp,1
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\META_STRATEGY_ENGINE_V1_20260303_180010\meta_strategy_config.json,strategy,0
