file,source_kind,records_sampled,field_count,score,matched_fields
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LIVE_DUALPID_CAPTURE_NOW_V2_20260305_223118\live_target_processes.csv,csv,2,4,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LIVE_TBOT_CHAIN_CAPTURE_V3_20260305_224928\live_tbot_processes.csv,csv,2,4,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\LIVE_TBOT_CHAIN_CAPTURE_V3_20260305_224928\state_tree.csv,csv,15,3,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\META_FOLDER_LOCATE_V1_20260304_160923\audit\results\dir_candidates.csv,csv,2,2,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\META_FOLDER_LOCATE_V1_20260304_160923\audit\results\file_candidates.csv,csv,15,3,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\META_FOLDER_LOCATE_V1_20260304_160923\audit\results\pattern_hits.csv,csv,25,4,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\META_STRATEGY_ENGINE_V1_20260303_180010\meta_enabled_sids.json,json,1,2,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\META_STRATEGY_ENGINE_V1_20260303_180010\meta_strategy_config.json,json,1,8,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\META_STRATEGY_ENGINE_V1_20260303_180010\meta_strategy_report.json,json,1,8,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\MULTIPROC_RUNTIME_HITMAP_V1_20260305_233315\all_hits.csv,csv,23,3,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\MYGPT_UPLOAD_20260304_074608\audit\configs\profiles\_ARCHIVE\paper2.profile.json,json,1,31,1,entry
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\MYGPT_UPLOAD_20260304_074608\audit\configs\profiles\paper.profile.json,json,1,31,1,entry
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\MYGPT_UPLOAD_20260304_074608\audit\configs\profiles\shadow.profile.json,json,1,4,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\MYGPT_UPLOAD_20260304_074608\audit\ops\patches\MAINPY_RESTORE_SCAN_20260302_092209\SCAN_REPORT.csv,csv,6,4,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\MYGPT_UPLOAD_20260304_074608\audit\ops\patches\ROOT_RESTORE_MAINPY_20260302_114454\ranked_candidates.csv,csv,25,4,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\MYGPT_UPLOAD_20260304_074608\audit\runtime\paper\logs\createprocess_trap.jsonl,jsonl,11,7,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\MYGPT_UPLOAD_20260304_074608\audit\runtime\paper\logs\engine_daily_metrics_20260227.json,json,1,11,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\MYGPT_UPLOAD_20260304_074608\audit\runtime\paper\logs\engine_daily_metrics_20260228.json,json,1,11,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\MYGPT_UPLOAD_20260304_074608\audit\runtime\paper\logs\engine_daily_metrics_20260302.json,json,1,11,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\MYGPT_UPLOAD_20260304_074608\audit\runtime\paper\logs\engine_daily_metrics_20260303.json,json,1,11,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\MYGPT_UPLOAD_20260304_074608\audit\runtime\paper\logs\engine_daily_metrics_20260304.json,json,1,11,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\MYGPT_UPLOAD_20260304_074608\audit\runtime\paper\logs\meta_engine.jsonl,jsonl,25,3,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\MYGPT_UPLOAD_20260304_074608\audit\runtime\paper\logs\meta_events.20260302_132713.bak.jsonl,jsonl,25,5,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\MYGPT_UPLOAD_20260304_074608\audit\runtime\paper\logs\meta_events.jsonl,jsonl,25,5,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\MYGPT_UPLOAD_20260304_074608\audit\runtime\paper\logs\ops\gate_state_20260227.json,json,1,10,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\MYGPT_UPLOAD_20260304_074608\audit\runtime\paper\logs\ops\gate_state_20260228.json,json,1,10,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\MYGPT_UPLOAD_20260304_074608\audit\runtime\paper\logs\ops\gate_state_20260302.json,json,1,10,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\MYGPT_UPLOAD_20260304_074608\audit\runtime\paper\logs\ops\gate_state_20260303.json,json,1,10,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\MYGPT_UPLOAD_20260304_074608\audit\runtime\paper\logs\ops\gate_state_20260304.json,json,1,10,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\MYGPT_UPLOAD_20260304_074608\audit\runtime\paper\logs\shadow_plans.jsonl,jsonl,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\MYGPT_UPLOAD_20260304_074608\audit\runtime\paper\logs\sitecustomize_loaded.jsonl,jsonl,25,8,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\MYGPT_UPLOAD_20260304_074608\audit\runtime\paper\logs\spawn_trap.jsonl,jsonl,25,7,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\MYGPT_UPLOAD_20260304_074608\audit\runtime\paper\logs\supervisor_events.jsonl,jsonl,25,8,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\MYGPT_UPLOAD_20260304_074608\audit\runtime\paper\logs\supervisor_events.v3.jsonl,jsonl,25,3,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\MYGPT_UPLOAD_20260304_074608\audit\runtime\paper\state\boot_guard.json,json,1,4,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\MYGPT_UPLOAD_20260304_074608\audit\runtime\paper\state\kpi\paper_kpi_latest.json,json,1,8,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\MYGPT_UPLOAD_20260304_074608\audit\runtime\paper\state\kpi\trades_latest.csv,csv,1,5,4,"risk,strategy,symbol,timestamp"
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\MYGPT_UPLOAD_20260304_074608\audit\runtime\paper\state\risk\daily_summary_2026-03-02.json,json,1,8,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\MYGPT_UPLOAD_20260304_074608\audit\runtime\paper\state\risk\risk_ledger.json,json,1,7,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\PAPER_ENTERPRISE_AUDIT_V1_20260303_155627\meta_engine.jsonl,jsonl,25,3,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\PAPER_ENTERPRISE_AUDIT_V1_20260303_155627\meta_events.jsonl,jsonl,25,5,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\PAPER_HEALTH_20260304_071625\audit\runroot_files.csv,csv,25,3,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\PAPER_RUN_5MIN_20260304_081055\audit\locks\paper_locks.csv,csv,25,3,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\PAPER_RUN_5MIN_POSTFIX_20260304_082407\audit\locks\paper_locks.csv,csv,3,3,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\PAPER_SMOKE_ENVFIX_V1_20260303_203255\audit\meta_engine.jsonl,jsonl,25,3,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\PAPER_SMOKE_ENVFIX_V1_20260303_203255\audit\meta_events.jsonl,jsonl,25,5,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\PAPER_VALIDATION_BASELINE_V1_20260306_073628\all_processes.csv,csv,25,4,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\PAPER_VALIDATION_BASELINE_V1_20260306_073628\code_inventory.csv,csv,25,3,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\PAPER_VALIDATION_BASELINE_V1_20260306_073628\logs\createprocess_trap.jsonl,jsonl,13,7,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\PAPER_VALIDATION_BASELINE_V1_20260306_073628\logs\engine_daily_metrics_20260227.json,json,1,11,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\PAPER_VALIDATION_BASELINE_V1_20260306_073628\logs\engine_daily_metrics_20260228.json,json,1,11,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\PAPER_VALIDATION_BASELINE_V1_20260306_073628\logs\engine_daily_metrics_20260302.json,json,1,11,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\PAPER_VALIDATION_BASELINE_V1_20260306_073628\logs\engine_daily_metrics_20260303.json,json,1,11,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\PAPER_VALIDATION_BASELINE_V1_20260306_073628\logs\engine_daily_metrics_20260304.json,json,1,11,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\PAPER_VALIDATION_BASELINE_V1_20260306_073628\logs\meta_events.20260302_132713.bak.jsonl,jsonl,25,5,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\PAPER_VALIDATION_BASELINE_V1_20260306_073628\logs\meta_events.jsonl,jsonl,25,5,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\PAPER_VALIDATION_BASELINE_V1_20260306_073628\logs\ops\gate_state_20260227.json,json,1,10,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\PAPER_VALIDATION_BASELINE_V1_20260306_073628\logs\ops\gate_state_20260228.json,json,1,10,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\PAPER_VALIDATION_BASELINE_V1_20260306_073628\logs\ops\gate_state_20260302.json,json,1,10,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\PAPER_VALIDATION_BASELINE_V1_20260306_073628\logs\ops\gate_state_20260303.json,json,1,10,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\PAPER_VALIDATION_BASELINE_V1_20260306_073628\logs\ops\gate_state_20260304.json,json,1,10,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\PAPER_VALIDATION_BASELINE_V1_20260306_073628\logs\process_guard.jsonl,jsonl,25,5,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\PAPER_VALIDATION_BASELINE_V1_20260306_073628\logs\shadow_plans.jsonl,jsonl,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\PAPER_VALIDATION_BASELINE_V1_20260306_073628\logs\sitecustomize_loaded.jsonl,jsonl,6,8,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\PAPER_VALIDATION_BASELINE_V1_20260306_073628\logs\supervisor_events.jsonl,jsonl,25,8,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\PAPER_VALIDATION_BASELINE_V1_20260306_073628\logs\supervisor_events.v3.jsonl,jsonl,25,3,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\PAPER_VALIDATION_BASELINE_V1_20260306_073628\logs_inventory.csv,csv,25,3,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\PAPER_VALIDATION_BASELINE_V1_20260306_073628\state\boot_guard.json,json,1,4,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\PAPER_VALIDATION_BASELINE_V1_20260306_073628\state\kpi\paper_kpi_latest.json,json,1,8,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\PAPER_VALIDATION_BASELINE_V1_20260306_073628\state\kpi\trades_latest.csv,csv,1,5,4,"risk,strategy,symbol,timestamp"
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\PAPER_VALIDATION_BASELINE_V1_20260306_073628\state\risk\daily_summary_2026-03-02.json,json,1,8,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\PAPER_VALIDATION_BASELINE_V1_20260306_073628\state\risk\risk_ledger.json,json,1,7,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\PAPER_VALIDATION_BASELINE_V1_20260306_073628\state\risk_ledger.atomic.json,json,1,9,1,timestamp
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\PAPER_VALIDATION_BASELINE_V1_20260306_073628\state\runtime_registry.json,json,1,13,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\PAPER_VALIDATION_BASELINE_V1_20260306_073628\state_inventory.csv,csv,15,3,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\PATCH_MANAGER_AUTHORITATIVE_BOOT_V1_20260305_221026\tbot_main_processes_after_test.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\PATCH_NARROW_REENTRY_CHILD_BLOCK_V1_20260305_220210\tbot_main_processes_after_test.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\PATCH_PARENT_PYTHON_CHILD_BLOCK_V1_20260305_215540\tbot_main_processes_after_test.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\PATCH_PARENT_TBOT_CHILD_BLOCK_V1_20260305_224724\tbot_main_processes_after_test.csv,csv,2,3,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\PATCH_PRIMARY_RUNTIME_GUARD_V1_20260305_214925\tbot_main_processes_after_test.csv,csv,2,3,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\BASELINE_DRYRUN_AUDIT_20260307_090603\baseline_dryrun_report.json,json,1,11,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\BASELINE_DRYRUN_AUDIT_20260307_090603\checks__json_sanity__json_sanity.csv,csv,9,5,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\BASELINE_DRYRUN_AUDIT_20260307_090603\checks__path_audit__legacy_path_hits.csv,csv,10,2,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\BASELINE_DRYRUN_AUDIT_20260307_090603\checks__process_after.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\BASELINE_DRYRUN_AUDIT_20260307_090603\checks__process_before.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\BASELINE_DRYRUN_AUDIT_20260307_090603\evidence_inventory.csv,csv,18,4,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\BASELINE_DRYRUN_AUDIT_20260307_090603\rollback_state.json,json,1,5,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\BASELINE_DRYRUN_AUDIT_20260307_090603\summary.json,json,1,16,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\BASELINE_DRYRUN_AUDIT_20260307_090603\tbot_processes_before.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\BASELINE_DRYRUN_AUDIT_20260307_090603\tx_init.json,json,1,13,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\INSTALL_PATCH_FRAMEWORK_V1_20260307_090345\audit_inventory.csv,csv,25,4,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\INSTALL_PATCH_FRAMEWORK_V1_20260307_090345\install_health.json,json,1,8,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\INSTALL_PATCH_FRAMEWORK_V1_20260307_090345\patches_inventory.csv,csv,25,4,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\LEGACY_PATH_REMEDIATION_20260307_091952\legacy_hits_before.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\LEGACY_PATH_REMEDIATION_20260307_091952\manifest.json,json,1,14,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\LEGACY_PATH_REMEDIATION_20260307_091952\remediation_results.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\LEGACY_PATH_REMEDIATION_20260307_091952\residual_legacy_hits.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\LEGACY_PATH_REMEDIATION_20260307_091952\rollback_state.json,json,1,5,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\LEGACY_PATH_REMEDIATION_20260307_091952\summary.json,json,1,16,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\LEGACY_PATH_REMEDIATION_20260307_091952\tx_init.json,json,1,13,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_FRAMEWORK_COMPILE_GATE_FIX_20260307_100012\checks__json_sanity__json_sanity.csv,csv,9,5,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_FRAMEWORK_COMPILE_GATE_FIX_20260307_100012\checks__path_audit__literal_path_audit.csv,csv,11,4,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_FRAMEWORK_COMPILE_GATE_FIX_20260307_100012\checks__process_after.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_FRAMEWORK_COMPILE_GATE_FIX_20260307_100012\checks__process_before.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_FRAMEWORK_COMPILE_GATE_FIX_20260307_100012\parse_report.json,json,1,6,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_FRAMEWORK_COMPILE_GATE_FIX_20260307_100012\PATCHSPEC_V1_REAL_SAFE_20260307_095503.json,json,1,5,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_FRAMEWORK_COMPILE_GATE_FIX_20260307_100012\rollback_state.json,json,1,5,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_FRAMEWORK_COMPILE_GATE_FIX_20260307_100012\summary.json,json,1,17,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_FRAMEWORK_COMPILE_GATE_FIX_20260307_100012\tx_evidence_inventory.csv,csv,21,4,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_FRAMEWORK_FALSEPOSITIVE_FIX_20260307_092321\parse_check.json,json,1,7,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_FRAMEWORK_FULL_REBUILD_V1_2_20260307_092617\checks__json_sanity__json_sanity.csv,csv,9,5,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_FRAMEWORK_FULL_REBUILD_V1_2_20260307_092617\checks__path_audit__legacy_path_hits.csv,csv,11,3,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_FRAMEWORK_FULL_REBUILD_V1_2_20260307_092617\checks__process_after.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_FRAMEWORK_FULL_REBUILD_V1_2_20260307_092617\checks__process_before.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_FRAMEWORK_FULL_REBUILD_V1_2_20260307_092617\manifest.json,json,1,11,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_FRAMEWORK_FULL_REBUILD_V1_2_20260307_092617\parse_report.json,json,1,6,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_FRAMEWORK_FULL_REBUILD_V1_2_20260307_092617\PATCH_TRANSACTION_POLICY_V1.json,json,1,16,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_FRAMEWORK_FULL_REBUILD_V1_2_20260307_092617\rollback_state.json,json,1,5,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_FRAMEWORK_FULL_REBUILD_V1_2_20260307_092617\summary.json,json,1,16,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_FRAMEWORK_FULL_REBUILD_V1_2_20260307_092617\tx_evidence_inventory.csv,csv,19,4,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_FRAMEWORK_FULL_REBUILD_V1_2_20260307_092617\tx_init.json,json,1,13,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_FRAMEWORK_HOTFIX_20260307_091205\checks__json_sanity__json_sanity.csv,csv,9,5,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_FRAMEWORK_HOTFIX_20260307_091205\checks__path_audit__legacy_path_hits.csv,csv,10,2,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_FRAMEWORK_HOTFIX_20260307_091205\checks__process_after.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_FRAMEWORK_HOTFIX_20260307_091205\checks__process_before.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_FRAMEWORK_HOTFIX_20260307_091205\hotfix_meta.json,json,1,7,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_FRAMEWORK_HOTFIX_20260307_091205\PATCH_TRANSACTION_POLICY_V1.json,json,1,16,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_FRAMEWORK_HOTFIX_20260307_091205\powershell_parse_check.json,json,1,2,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_FRAMEWORK_HOTFIX_20260307_091205\rollback_state.json,json,1,5,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_FRAMEWORK_HOTFIX_20260307_091205\summary.json,json,1,16,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_FRAMEWORK_HOTFIX_20260307_091205\tx_evidence_inventory.csv,csv,18,4,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_FRAMEWORK_HOTFIX_20260307_091205\tx_init.json,json,1,13,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_FRAMEWORK_PATH_AUDIT_LITERAL_FIX_20260307_094154\checks__json_sanity__json_sanity.csv,csv,9,5,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_FRAMEWORK_PATH_AUDIT_LITERAL_FIX_20260307_094154\checks__path_audit__literal_path_audit.csv,csv,11,4,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_FRAMEWORK_PATH_AUDIT_LITERAL_FIX_20260307_094154\checks__process_after.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_FRAMEWORK_PATH_AUDIT_LITERAL_FIX_20260307_094154\checks__process_before.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_FRAMEWORK_PATH_AUDIT_LITERAL_FIX_20260307_094154\parse_report.json,json,1,5,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_FRAMEWORK_PATH_AUDIT_LITERAL_FIX_20260307_094154\rollback_state.json,json,1,5,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_FRAMEWORK_PATH_AUDIT_LITERAL_FIX_20260307_094154\summary.json,json,1,16,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_FRAMEWORK_PATH_AUDIT_LITERAL_FIX_20260307_094154\tx_evidence_inventory.csv,csv,19,4,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_090603\checks\json_sanity\json_sanity.csv,csv,9,5,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_090603\checks\path_audit\legacy_path_hits.csv,csv,10,2,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_090603\checks\process_after.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_090603\checks\process_before.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_091205\checks\json_sanity\json_sanity.csv,csv,9,5,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_091205\checks\path_audit\legacy_path_hits.csv,csv,10,2,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_091205\checks\process_after.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_091205\checks\process_before.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_091952\checks\json_sanity\json_sanity.csv,csv,9,5,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_091952\checks\path_audit\legacy_path_hits.csv,csv,10,2,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_091952\checks\process_after.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_091952\checks\process_before.csv,csv,0,0,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_092617\checks\json_sanity\json_sanity.csv,csv,9,5,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_092617\checks\path_audit\legacy_path_hits.csv,csv,11,3,0,
C:\alpaca-bot\ORG_BOT_UNIFIED\ops\evidence\patch_transactions\PATCH_TX_20260307_092617\checks\process_after.csv,csv,0,0,0,
